kegg1,kegg2,smiles1,smiles2,mass1,mass2,formula1,formula2
C05585,C09789,C1=CC(=C(C=C1O)C=O)O,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O,138.0317,580.1792,C7H6O3,C27H32O14
C00140,C09789,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](OC1O)CO)O)O,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O,221.0899,580.1792,C8H15NO6,C27H32O14
C00270,C00016,CC(=O)N[C@@H]1[C@H](CC(O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)O)O,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5N=CN=C6N)O)O)O)O)O,309.106,785.1571,C11H19NO9,C27H33N9O15P2
C16681,C00016,CC1=C(C(CCC1)(C)C)/C=C/C(=C\C=C\C(=C\C=O)\C)/C,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5N=CN=C6N)O)O)O)O)O,284.214,785.1571,C20H28O,C27H33N9O15P2
C00429,C00016,C1CNC(=O)NC1=O,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5N=CN=C6N)O)O)O)O)O,114.0429,785.1571,C4H6N2O2,C27H33N9O15P2
C00408,C00016,C1CCN[C@@H](C1)C(=O)O,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5N=CN=C6N)O)O)O)O)O,129.079,785.1571,C6H11NO2,C27H33N9O15P2
C13747,C00016,CN1C=NC2=C1C(=O)N(C(=O)N2)C,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5N=CN=C6N)O)O)O)O)O,180.0647,785.1571,C7H8N4O2,C27H33N9O15P2
C06604,C07188,CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-],CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,291.033,454.2832,C10H14NO5PS,C27H38N2O4
C00120,C07188,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,244.0882,454.2832,C10H16N2O3S,C27H38N2O4
C00353,C07188,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)/C)/C)C,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,450.1936,454.2832,C20H36O7P2,C27H38N2O4
C01005,C07188,C([C@@H](C(=O)O)N)OP(=O)(O)O,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,185.0089,454.2832,C3H8NO6P,C27H38N2O4
C00906,C07188,CC1CNC(=O)NC1=O,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,128.0586,454.2832,C5H8N2O2,C27H38N2O4
C00489,C07188,C(CC(=O)O)CC(=O)O,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,132.0423,454.2832,C5H8O4,C27H38N2O4
C00352,C07188,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)N)O)O)OP(=O)(O)O,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,259.0457,454.2832,C6H14NO8P,C27H38N2O4
C13747,C07188,CN1C=NC2=C1C(=O)N(C(=O)N2)C,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,180.0647,454.2832,C7H8N4O2,C27H38N2O4
C07044,C07188,C(=O)(N)NO,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,76.0273,454.2832,CH4N2O2,C27H38N2O4
C00780,C00356,C1=CC2=C(C=C1O)C(=CN2)CCN,C[C@](CC(=O)O)(CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O,176.095,911.1575,C10H12N2O,C27H44N7O20P3S
C06604,C00356,CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-],C[C@](CC(=O)O)(CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O,291.033,911.1575,C10H14NO5PS,C27H44N7O20P3S
C05402,C00356,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)O)O)O)O)O)O)O)O,C[C@](CC(=O)O)(CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O,342.1162,911.1575,C12H22O11,C27H44N7O20P3S
C05274,C00356,CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,C[C@](CC(=O)O)(CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O,921.251,911.1575,C31H54N7O17P3S,C27H44N7O20P3S
C00197,C00356,C([C@H](C(=O)O)O)OP(=O)(O)O,C[C@](CC(=O)O)(CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O,185.9929,911.1575,C3H7O7P,C27H44N7O20P3S
C05330,C00356,C(CS)C(C(=O)O)N,C[C@](CC(=O)O)(CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O,135.0354,911.1575,C4H9NO2S,C27H44N7O20P3S
C00489,C00356,C(CC(=O)O)CC(=O)O,C[C@](CC(=O)O)(CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O,132.0423,911.1575,C5H8O4,C27H44N7O20P3S
C00103,C00356,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)O)O)O)O)O,C[C@](CC(=O)O)(CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O,260.0297,911.1575,C6H13O9P,C27H44N7O20P3S
C07588,C00356,C1=CC=C(C(=C1)C(=O)NCC(=O)O)O,C[C@](CC(=O)O)(CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O,195.0532,911.1575,C9H9NO4,C27H44N7O20P3S
C00130,C05443,C1=NC(=O)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C,348.0471,384.3392,C10H13N4O8P,C27H44O
C00130,C01802,C1=NC(=O)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O,C[C@H](CCC=C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,348.0471,384.3392,C10H13N4O8P,C27H44O
C00363,C05443,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O)O,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C,402.0229,384.3392,C10H16N2O11P2,C27H44O
C00378,C05443,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C,265.1123,384.3392,C12H17N4OS,C27H44O
C06538,C05443,CC1=NC=CC2=C1NC3=C2C=CC(=C3)OC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C,212.095,384.3392,C13H12N2O,C27H44O
C10521,C01164,COC1=CC(=C2C(=C1)OC=C(C2=O)C3=CC=C(C=C3)O)O,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC=C4[C@@]3(CC[C@@H](C4)O)C)C,284.0685,384.3392,C16H12O5,C27H44O
C07274,C01164,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC=C4[C@@]3(CC[C@@H](C4)O)C)C,263.1674,384.3392,C19H21N,C27H44O
C08149,C01802,CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,C[C@H](CCC=C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,312.2089,384.3392,C21H28O2,C27H44O
C00356,C01164,C[C@](CC(=O)O)(CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC=C4[C@@]3(CC[C@@H](C4)O)C)C,911.1575,384.3392,C27H44N7O20P3S,C27H44O
C01944,C05443,CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C,893.2197,384.3392,C29H50N7O17P3S,C27H44O
C00042,C01164,C(CC(=O)O)C(=O)O,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC=C4[C@@]3(CC[C@@H](C4)O)C)C,118.0266,384.3392,C4H6O4,C27H44O
C01904,C05443,C([C@H](C([C@@H](CO)O)O)O)O,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C,152.0685,384.3392,C5H12O5,C27H44O
C00385,C01802,C1=NC2=C(N1)C(=O)NC(=O)N2,C[C@H](CCC=C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,152.0334,384.3392,C5H4N4O2,C27H44O
C03079,C01164,C([C@@H](C(=O)O)N)C(C(=O)O)O,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC=C4[C@@]3(CC[C@@H](C4)O)C)C,163.0481,384.3392,C5H9NO5,C27H44O
C16357,C01802,CN1C2=C(C(=O)NC1=O)NC=N2,C[C@H](CCC=C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,166.0491,384.3392,C6H6N4O2,C27H44O
C07665,C01802,CCC1=NC=CC(=C1)C(=S)N,C[C@H](CCC=C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,166.0565,384.3392,C8H10N2S,C27H44O
C00483,C05443,C1=CC(=CC=C1CCN)O,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C,137.0841,384.3392,C8H11NO,C27H44O
C00627,C01802,CC1=NC=C(C(=C1O)CO)COP(=O)(O)O,C[C@H](CCC=C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,249.0402,384.3392,C8H12NO6P,C27H44O
C00082,C01802,C1=CC(=CC=C1C[C@@H](C(=O)O)N)O,C[C@H](CCC=C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,181.0739,384.3392,C9H11NO3,C27H44O
C04677,C01164,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)N)C(=O)N,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC=C4[C@@]3(CC[C@@H](C4)O)C)C,338.0628,384.3392,C9H15N4O8P,C27H44O
C05570,C01164,C[N+](C)(C)[C@@H](CC1=CNC(=S)N1)C(=O)O,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC=C4[C@@]3(CC[C@@H](C4)O)C)C,230.0963,384.3392,C9H16N3O2S,C27H44O
C00631,C01561,C([C@H](C(=O)O)OP(=O)(O)O)O,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C,185.9929,400.3341,C3H7O7P,C27H44O2
C00308,C01561,C(CON=C(N)N)[C@@H](C(=O)O)N,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C,176.0909,400.3341,C5H12N4O3,C27H44O2
C01231,C01561,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)O)O)O)O)OP(=O)(O)O,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C,339.996,400.3341,C6H14O12P2,C27H44O2
C02325,C01189,COC1=CC(=CC(=C1O)OC)/C=C/CO,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C,210.0892,386.3549,C11H14O4,C27H46O
C16308,C01189,C(CCCCC(=O)O)CCC/C=C/C(=O)O,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C,228.1362,386.3549,C12H20O4,C27H46O
C09981,C00187,C[C@H]1CCCC(=O)CCC/C=C/C2=CC(=CC(=C2C(=O)O1)O)O,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,318.1467,386.3549,C18H22O5,C27H46O
C00415,C01189,C1C(=NC2=C(N1)NC(=NC2=O)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C,443.1553,386.3549,C19H21N7O6,C27H46O
C00535,C00187,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@]34C,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,288.2089,386.3549,C19H28O2,C27H46O
C05463,C01189,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3C2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C,499.2968,386.3549,C26H45NO6S,C27H46O
C00500,C01189,CC\1=C(/C(=C/C2=C(C(=C(N2)/C=C\3/C(=C(C(=O)N3)C)C=C)C)CCC(=O)O)/N/C1=C\C4=NC(=O)C(=C4C)C=C)CCC(=O)O,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C,582.2478,386.3549,C33H34N4O6,C27H46O
C00099,C00187,C(CN)C(=O)O,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,89.0477,386.3549,C3H7NO2,C27H46O
C03145,C01189,CSCC[C@@H](C(=O)O)NC=O,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C,177.046,386.3549,C6H11NO3S,C27H46O
C07569,C01189,CCCC1=CC(=O)NC(=S)N1,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C,170.0514,386.3549,C7H10N2OS,C27H46O
C00670,C01189,C[N+](C)(C)CCOP(=O)(O)OC[C@@H](CO)O,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C,258.1106,386.3549,C8H21NO6P,C27H46O
C07630,C15519,COC1=C(N=CN=C1OC)NS(=O)(=O)C2=CC=C(C=C2)N,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,310.0736,402.3498,C12H14N4O4S,C27H46O2
C07117,C15519,CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)O)Cl,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,295.0167,402.3498,C14H11Cl2NO2,C27H46O2
C08322,C14151,CCCC/C=C\CCCCCCCC(=O)O,CC1=C2C(=CC(=C1)O)CC[C@@](O2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C,226.1933,402.3498,C14H26O2,C27H46O2
C00052,C14151,C1=CN(C(=O)NC1=O)C2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)O)O,CC1=C2C(=CC(=C1)O)CC[C@@](O2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C,566.055,402.3498,C15H24N2O17P2,C27H46O2
C01835,C15519,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](OC([C@@H]([C@H]3O)O)O)CO)CO)O)O)O)O,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,504.169,402.3498,C18H32O16,C27H46O2
C02059,C05502,CC1=C(C(=O)C2=CC=CC=C2C1=O)C/C=C(\C)/CCCC(C)CCCC(C)CCCC(C)C,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)[C@@H](CCC(C)C)O,450.3498,402.3498,C31H46O2,C27H46O2
C00109,C05502,CCC(=O)C(=O)O,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)[C@@H](CCC(C)C)O,102.0317,402.3498,C4H6O3,C27H46O2
C00366,C05502,C12=C(NC(=O)N1)NC(=O)NC2=O,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)[C@@H](CCC(C)C)O,168.0283,402.3498,C5H4N4O3,C27H46O2
C00636,C15519,C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)OP(=O)(O)O)O)O)O)O,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,260.0297,402.3498,C6H13O9P,C27H46O2
C02714,C14151,CC(=O)NCCCCN,CC1=C2C(=CC(=C1)O)CC[C@@](O2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C,130.1106,402.3498,C6H14N2O,C27H46O2
C00785,C15519,C1=C(NC=N1)/C=C/C(=O)O,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,138.0429,402.3498,C6H6N2O2,C27H46O2
C00417,C05502,C(/C(=C/C(=O)O)/C(=O)O)C(=O)O,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)[C@@H](CCC(C)C)O,174.0164,402.3498,C6H6O6,C27H46O2
C08434,C14151,CNC1=NC=NC2=C1NC=N2,CC1=C2C(=CC(=C1)O)CC[C@@](O2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C,149.0701,402.3498,C6H7N5,C27H46O2
C00180,C14151,C1=CC=C(C=C1)C(=O)O,CC1=C2C(=CC(=C1)O)CC[C@@](O2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C,122.0368,402.3498,C7H6O2,C27H46O2
C00357,C05502,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](OC1O)COP(=O)(O)O)O)O,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)[C@@H](CCC(C)C)O,301.0563,402.3498,C8H16NO9P,C27H46O2
C00079,C05502,C1=CC=C(C=C1)C[C@@H](C(=O)O)N,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)[C@@H](CCC(C)C)O,165.079,402.3498,C9H11NO2,C27H46O2
C02571,C14151,CC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C,CC1=C2C(=CC(=C1)O)CC[C@@](O2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C,204.1236,402.3498,C9H18NO4,C27H46O2
C00978,C07228,CC(=O)NCCC1=CNC2=C1C=C(C=C2)O,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,218.1055,473.1661,C12H14N2O2,C28H27NO4S
C08262,C07228,CC(C)CC(=O)O,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,102.0681,473.1661,C5H10O2,C28H27NO4S
C00295,C07228,C1=C(NC(=O)NC1=O)C(=O)O,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,156.0171,473.1661,C5H4N2O4,C28H27NO4S
C00147,C07228,C1=NC2=C(N1)C(=NC=N2)N,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,135.0545,473.1661,C5H5N5,C28H27NO4S
C05380,C07228,C1=CC(=CN=C1)C(=O)NCC(=O)O,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,180.0535,473.1661,C8H8N2O3,C28H27NO4S
C11332,C05441,CC(C)CC(C(=O)NC(CC(C)C)C(=O)O)N,C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C,244.1787,396.3392,C12H24N2O3,C28H44O
C05504,C05441,C[C@]12CC[C@H]3[C@H]([C@@H]1C[C@H]([C@@H]2O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)CCC5=C3C=CC(=C5)O,C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C,464.2046,396.3392,C24H32O9,C28H44O
C01747,C05441,CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)N)O,C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C,461.3353,396.3392,C24H47NO7,C28H44O
C00141,C01694,CC(C)C(=O)C(=O)O,C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC=C4[C@@]3(CC[C@@H](C4)O)C)C,116.0473,396.3392,C5H8O3,C28H44O
C00196,C01694,C1=CC(=C(C(=C1)O)O)C(=O)O,C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC=C4[C@@]3(CC[C@@H](C4)O)C)C,154.0266,396.3392,C7H6O4,C28H44O
